,Winter,Sommer,Herbst,Frühling
2023-01-16,9,3,4,2
2023-01-17,9,7,2,5
2023-01-18,3,2,0,0
2023-01-19,14,2,2,9
2023-01-20,11,2,5,9
2023-01-21,21,4,4,1
2023-01-22,19,1,1,5
2023-01-23,19,9,5,11
2023-01-24,14,2,1,4
2023-01-25,7,6,1,8
2023-01-26,9,3,1,6
2023-01-27,17,3,7,3
2023-01-28,18,4,4,3
2023-01-29,5,3,1,4
2023-01-30,6,1,1,3
2023-01-31,15,4,3,5
2023-02-01,9,10,14,5
2023-02-02,7,1,3,6
2023-02-03,16,6,2,3
2023-02-04,4,2,2,2
2023-02-05,4,6,0,2
2023-02-06,10,5,2,11
2023-02-07,13,16,2,11
2023-02-08,2,1,2,5
2023-02-09,9,0,1,2
2023-02-10,6,5,1,4
2023-02-11,2,0,0,2
2023-02-12,1,1,0,1
2023-02-13,1,1,1,2
2023-02-14,3,0,1,5
2023-02-15,0,2,1,10
2023-02-16,4,1,2,5
2023-02-17,4,1,4,8
2023-02-18,2,2,1,8
2023-02-19,5,8,7,6
2023-02-20,11,10,2,13
2023-02-21,6,9,3,11
2023-02-22,8,5,1,19
2023-02-23,7,10,5,13
2023-02-24,15,3,3,7
2023-02-25,7,1,2,4
2023-02-26,7,7,0,12
2023-02-27,12,8,6,8
2023-02-28,9,4,3,9
2023-03-01,9,5,3,12
2023-03-02,11,5,5,15
2023-03-03,7,6,8,11
2023-03-04,8,2,5,10
2023-03-05,7,4,3,4
2023-03-06,6,4,3,6
2023-03-07,23,2,2,7
2023-03-08,10,3,5,2
2023-03-09,3,0,6,7
2023-03-10,7,1,1,7
2023-03-11,16,8,6,4
2023-03-12,8,7,3,7
2023-03-13,1,8,7,3
2023-03-14,13,1,14,6
2023-03-15,20,5,8,20
2023-03-16,3,6,9,9
2023-03-17,12,11,4,13
2023-03-18,4,8,4,3
2023-03-19,3,3,0,9
2023-03-20,1,8,1,7
2023-03-21,3,9,3,10
2023-03-22,1,6,6,8
2023-03-23,1,10,8,10
2023-03-24,2,3,3,19
2023-03-25,5,4,4,3
2023-03-26,11,4,6,4
2023-03-27,10,2,3,2
2023-03-28,4,1,5,7
2023-03-29,4,2,2,4
2023-03-30,4,6,14,11
2023-03-31,2,3,3,6
2023-04-01,3,1,9,7
2023-04-02,1,4,7,4
2023-04-03,5,2,6,4
2023-04-04,2,2,0,4
2023-04-05,6,5,9,16
2023-04-06,7,10,14,19
2023-04-07,0,5,10,19
2023-04-08,2,3,2,5
2023-04-09,2,2,6,3
2023-04-10,3,1,4,9
2023-04-11,1,3,4,2
2023-04-12,7,2,6,5
2023-04-13,10,0,7,14
2023-04-14,10,5,7,8
2023-04-15,6,1,7,8
2023-04-16,1,5,4,4
2023-04-17,13,2,7,11
2023-04-18,7,4,5,8
2023-04-19,2,3,4,8
2023-04-20,6,7,8,11
2023-04-21,1,16,4,6
2023-04-22,0,5,2,2
2023-04-23,0,14,1,8
2023-04-24,4,12,5,7
2023-04-25,4,12,7,5
2023-04-26,3,9,2,10
2023-04-27,0,11,6,12
2023-04-28,3,14,12,14
2023-04-29,0,6,4,7
2023-04-30,1,4,0,6
2023-05-01,0,4,0,8
2023-05-02,0,9,3,4
2023-05-03,0,15,8,21
2023-05-04,1,7,1,7
2023-05-05,1,1,3,3
2023-05-06,1,5,7,3
2023-05-07,0,9,14,6
2023-05-08,10,10,6,5
2023-05-09,3,12,9,11
2023-05-10,1,4,11,5
2023-05-11,0,4,6,8
2023-05-12,4,5,12,14
2023-05-13,1,6,5,4
2023-05-14,0,1,2,4
2023-05-15,2,3,4,10
2023-05-16,2,4,3,5
2023-05-17,4,7,7,14
2023-05-18,0,3,2,10
2023-05-19,2,18,5,19
2023-05-20,0,14,14,12
2023-05-21,0,3,11,10
2023-05-22,3,7,8,13
2023-05-23,0,1,7,11
2023-05-24,0,2,4,7
2023-05-25,2,3,1,8
2023-05-26,3,5,1,14
2023-05-27,0,4,3,8
2023-05-28,0,9,3,16
2023-05-29,0,9,2,7
2023-05-30,0,15,10,10
2023-05-31,2,7,1,6
2023-06-01,1,5,2,8
2023-06-02,1,10,1,24
2023-06-03,0,7,4,18
2023-06-04,0,2,1,8
2023-06-05,6,11,0,3
2023-06-06,2,6,1,13
2023-06-07,2,3,0,13
2023-06-08,3,5,4,7
2023-06-09,2,9,1,15
2023-06-10,1,7,4,9
2023-06-11,2,6,1,7
2023-06-12,0,10,1,6
2023-06-13,2,14,2,5
2023-06-14,0,15,2,9
2023-06-15,1,9,3,5
2023-06-16,0,14,4,6
2023-06-17,0,9,5,10
2023-06-18,0,11,1,12
2023-06-19,1,28,2,10
2023-06-20,2,19,1,7
2023-06-21,0,18,2,4
2023-06-22,3,25,3,8
2023-06-23,1,7,4,4
2023-06-24,0,6,0,11
2023-06-25,0,6,1,4
2023-06-26,0,22,1,4
2023-06-27,2,8,2,7
2023-06-28,1,11,2,9
2023-06-29,5,8,4,9
2023-06-30,3,13,0,4
2023-07-01,0,6,4,5
2023-07-02,1,3,4,3
2023-07-03,0,6,4,4
2023-07-04,2,10,4,6
2023-07-05,0,7,0,3
2023-07-06,0,7,1,15
2023-07-07,0,30,1,11
2023-07-08,1,12,0,3
2023-07-09,0,10,0,2
2023-07-10,6,21,0,3
2023-07-11,2,16,0,3
2023-07-12,1,19,4,9
2023-07-13,0,18,1,5
2023-07-14,1,19,2,7
2023-07-15,0,26,1,2
2023-07-16,0,33,3,4
2023-07-17,1,22,4,4
2023-07-18,0,18,2,5
2023-07-19,4,34,7,12
2023-07-20,1,12,5,0
2023-07-21,0,9,2,5
2023-07-22,0,11,3,0
2023-07-23,0,8,2,4
2023-07-24,0,4,3,2
2023-07-25,0,14,5,9
2023-07-26,4,5,5,2
2023-07-27,0,9,4,6
2023-07-28,1,6,3,0
2023-07-29,0,19,8,7
2023-07-30,1,10,6,9
2023-07-31,0,8,11,6
2023-08-01,0,4,12,14
2023-08-02,1,5,18,1
2023-08-03,0,3,7,2
2023-08-04,5,7,7,1
2023-08-05,1,3,10,2
2023-08-06,0,3,8,2
2023-08-07,0,8,7,2
2023-08-08,0,8,9,7
2023-08-09,2,7,24,10
2023-08-10,0,5,11,10
2023-08-11,0,10,3,7
2023-08-12,1,14,7,2
2023-08-13,0,3,5,2
2023-08-14,0,11,4,2
2023-08-15,0,18,12,6
2023-08-16,1,7,5,5
2023-08-17,0,10,20,3
2023-08-18,0,13,7,3
2023-08-19,0,15,2,3
2023-08-20,0,9,1,4
2023-08-21,0,13,4,5
2023-08-22,2,22,2,5
2023-08-23,1,16,3,4
2023-08-24,0,10,7,2
2023-08-25,2,9,5,2
2023-08-26,1,5,8,4
2023-08-27,1,1,2,2
2023-08-28,4,5,2,2
2023-08-29,0,2,6,2
2023-08-30,0,5,6,5
2023-08-31,1,3,0,2
2023-09-01,2,8,7,9
2023-09-02,0,0,1,6
2023-09-03,1,8,2,8
2023-09-04,2,14,10,9
2023-09-05,3,9,9,12
2023-09-06,2,18,3,29
2023-09-07,0,16,4,14
2023-09-08,1,19,3,10
2023-09-09,1,10,1,8
2023-09-10,0,8,3,3
2023-09-11,1,7,4,10
2023-09-12,0,12,12,5
2023-09-13,2,16,16,7
2023-09-14,3,16,8,10
2023-09-15,0,11,4,13
2023-09-16,0,5,1,11
2023-09-17,1,2,3,3
2023-09-18,5,10,4,12
2023-09-19,0,3,1,1
2023-09-20,0,2,6,5
2023-09-21,1,3,4,3
2023-09-22,2,3,8,4
2023-09-23,1,2,3,4
2023-09-24,0,7,4,10
2023-09-25,2,3,2,6
2023-09-26,1,2,2,3
2023-09-27,2,5,2,7
2023-09-28,0,6,4,4
2023-09-29,4,4,7,8
2023-09-30,1,15,3,8
2023-10-01,0,4,2,3
2023-10-02,1,3,5,9
2023-10-03,1,3,1,3
2023-10-04,0,8,8,8
2023-10-05,1,8,2,4
2023-10-06,0,2,3,4
2023-10-07,1,6,12,9
2023-10-08,0,0,5,3
2023-10-09,2,1,4,5
2023-10-10,2,2,0,7
2023-10-11,3,9,3,2
2023-10-12,3,9,7,4
2023-10-13,2,9,8,7
2023-10-14,2,3,2,1
2023-10-15,3,4,2,7
2023-10-16,3,11,11,7
2023-10-17,3,3,4,6
2023-10-18,0,2,5,3
2023-10-19,3,2,8,3
2023-10-20,1,2,5,7
2023-10-21,0,1,3,1
2023-10-22,0,5,10,9
2023-10-23,1,0,10,11
2023-10-24,0,1,5,6
2023-10-25,1,5,12,8
2023-10-26,2,1,16,6
2023-10-27,2,5,15,14
2023-10-28,1,3,8,12
2023-10-29,0,1,4,4
2023-10-30,0,3,7,3
2023-10-31,2,5,3,8
2023-11-01,2,0,8,14
2023-11-02,2,4,11,8
2023-11-03,2,0,6,3
2023-11-04,1,1,5,0
2023-11-05,0,0,5,1
2023-11-06,1,0,2,2
2023-11-07,1,1,7,6
2023-11-08,3,0,2,4
2023-11-09,1,1,0,4
2023-11-10,1,3,10,7
2023-11-11,7,1,3,4
2023-11-12,2,1,8,7
2023-11-13,2,0,6,10
2023-11-14,2,0,5,4
2023-11-15,2,12,8,6
2023-11-16,2,2,3,2
2023-11-17,3,0,5,4
2023-11-18,4,14,11,8
2023-11-19,3,5,3,2
2023-11-20,7,4,5,8
2023-11-21,4,0,6,2
2023-11-22,7,1,4,2
2023-11-23,5,3,4,2
2023-11-24,14,5,9,4
2023-11-25,14,0,3,0
2023-11-26,14,1,2,2
2023-11-27,10,0,1,3
2023-11-28,25,2,2,2
2023-11-29,8,1,1,4
2023-11-30,21,1,8,4
2023-12-01,11,3,2,3
2023-12-02,19,4,0,0
2023-12-03,11,2,2,0
2023-12-04,13,1,10,3
2023-12-05,36,10,9,4
2023-12-06,9,2,1,6
2023-12-07,10,1,5,5
2023-12-08,22,3,8,4
2023-12-09,2,2,7,0
2023-12-10,3,2,6,0
2023-12-11,2,0,3,4
2023-12-12,1,1,5,1
2023-12-13,11,14,11,3
2023-12-14,11,4,9,3
2023-12-15,3,2,3,4
2023-12-16,0,0,0,3
2023-12-17,0,0,3,0
2023-12-18,8,3,7,8
2023-12-19,5,0,9,4
2023-12-20,4,0,7,9
2023-12-21,7,0,5,2
2023-12-22,6,2,14,1
2023-12-23,5,3,15,0
2023-12-24,4,6,7,3
2023-12-25,2,1,8,1
2023-12-26,1,2,18,2
2023-12-27,3,2,18,8
2023-12-28,4,0,15,4
2023-12-29,2,2,10,2
2023-12-30,3,0,25,2
2023-12-31,3,1,13,2
2024-01-01,0,0,26,0
2024-01-02,1,2,17,4
2024-01-03,3,0,13,5
2024-01-04,5,2,6,7
2024-01-05,12,0,8,4
2024-01-06,11,2,3,1
2024-01-07,5,3,0,4
2024-01-08,2,1,0,3
2024-01-09,2,3,1,5
2024-01-10,3,1,0,2
2024-01-11,8,4,1,1
2024-01-12,20,4,6,2
2024-01-13,3,0,0,1
2024-01-14,4,0,0,2
2024-01-15,11,4,2,1
2024-01-16,26,8,1,5
2024-01-17,23,4,3,0
2024-01-18,13,3,2,2
2024-01-19,2,3,1,1
2024-01-20,10,3,3,0
2024-01-21,4,3,1,0
2024-01-22,10,6,3,2
2024-01-23,2,4,3,0
1970-01-01,0,0,0,0
